eta	scan_type	scan_value	setting_id	shared_setting_id	ci_noise	ns_input	np_input	d1	d2	j2	Nt	NR	source_score	zero_noise_abs_error	zero_noise_validation_passed	source_parameter_file	elapsed_seconds	output_file	output_folder
0.95	eta	0.95	nPth_0_kS_0p99_kP_0p99	nPth_0_kS_0p99_kP_0p99	1.8821385792721532	2.049387215799216	1.9992142558077868	5	5	1	30	5	1.9363271887156528			QuantumTransduction/93/parameters/eta=0.95/parameters_best_feasible.npy	2.3289480980020016	QuantumTransduction/93/Data/gkp_eta_scans_nPth_grid_tauSP_0p99/shared/nPth_0_kS_0p99_kP_0p99/eta=0.95/best_feasible_ci.txt	QuantumTransduction/93/Data/gkp_eta_scans_nPth_grid_tauSP_0p99/shared/nPth_0_kS_0p99_kP_0p99/eta=0.95
