eta	scan_type	scan_value	setting_id	shared_setting_id	ci_noise	ns_input	np_input	d1	d2	j2	Nt	NR	source_score	zero_noise_abs_error	zero_noise_validation_passed	source_parameter_file	elapsed_seconds	output_file	output_folder
0.85	eta	0.85	nPth_0p05_kS_0p99_kP_0p99	nPth_0p05_kS_0p99_kP_0p99	1.2328863991572823	2.0480178513923515	0.43850607569595984	5	4	3	30	5	1.4563415993066036			QuantumTransduction/93/parameters/eta=0.85/parameters_best_feasible.npy	0.8569578330498189	QuantumTransduction/93/Data/gkp_eta_scans_nPth_grid_tauSP_0p99/shared/nPth_0p05_kS_0p99_kP_0p99/eta=0.85/best_feasible_ci.txt	QuantumTransduction/93/Data/gkp_eta_scans_nPth_grid_tauSP_0p99/shared/nPth_0p05_kS_0p99_kP_0p99/eta=0.85
