eta	eta_index	kappa_a	ci	coherent_information	ns_input	np_input	initial_p_thermal_nbar	kappa_o	kappa_m	n_a	n_o	n_m	depth	Nt	parameter_source_path	seed	parameter_index	output_file	runtime_seconds	timestamp_utc	function
0.05	0	1.0	-6.489138897824986e-05	-6.489138897824986e-05	1.771786089705763	1.9548385220199553	0.1	0.99	0.99	0.0	0.0	0.0	20	8	Job Submission/92/parameters/eta=0.05/parameters_best_feasible.npy	seed_182		Data_HPC/95/noisy_nPth=0p1_kS=0p99_kP=0p99_kA=1p00/eta=0.05/result_kappaA_1p00.pt	10.163894542027265	2026-06-23T07:35:04.193278+00:00	transduction_protocol_CoherentInfo_ECD_MM_EA_thermal_noise
