eta	scan_type	scan_value	setting_id	shared_setting_id	ci_noise	ns_input	np_input	d1	d2	j2	Nt	NR	source_score	zero_noise_abs_error	zero_noise_validation_passed	source_parameter_file	elapsed_seconds	output_file	output_folder
0.65	eta	0.65	nPth_0p1_kS_0p99_kP_0p99	nPth_0p1_kS_0p99_kP_0p99	0.2395060533363922	2.0039484463455164	2.0450090439049164	4	5	4	30	4	0.5888990273002674			QuantumTransduction/93/parameters/eta=0.65/parameters_best_feasible.npy	0.9117343738907948	QuantumTransduction/93/Data/gkp_eta_scans_nPth_grid_tauSP_0p99/shared/nPth_0p1_kS_0p99_kP_0p99/eta=0.65/best_feasible_ci.txt	QuantumTransduction/93/Data/gkp_eta_scans_nPth_grid_tauSP_0p99/shared/nPth_0p1_kS_0p99_kP_0p99/eta=0.65
