eta	scan_type	scan_value	setting_id	shared_setting_id	ci_noise	ns_input	np_input	d1	d2	j2	Nt	NR	source_score	zero_noise_abs_error	zero_noise_validation_passed	source_parameter_file	elapsed_seconds	output_file	output_folder
0.8	eta	0.8	nPth_0p01_kS_0p99_kP_0p99	nPth_0p01_kS_0p99_kP_0p99	1.1223085211565147	2.0490555636234484	2.002553949562681	5	5	1	30	5	1.2283494695034642			QuantumTransduction/93/parameters/eta=0.80/parameters_best_feasible.npy	1.1742606019979576	QuantumTransduction/93/Data/gkp_eta_scans_nPth_grid_tauSP_0p99/shared/nPth_0p01_kS_0p99_kP_0p99/eta=0.80/best_feasible_ci.txt	QuantumTransduction/93/Data/gkp_eta_scans_nPth_grid_tauSP_0p99/shared/nPth_0p01_kS_0p99_kP_0p99/eta=0.80
