eta	scan_type	scan_value	setting_id	shared_setting_id	ci_noise	ns_input	np_input	d1	d2	j2	Nt	NR	source_score	zero_noise_abs_error	zero_noise_validation_passed	source_parameter_file	elapsed_seconds	output_file	output_folder
0.9	eta	0.9	nPth_0p03_kS_0p99_kP_0p99	nPth_0p03_kS_0p99_kP_0p99	1.501501615790175	2.049176665068656	2.0108733021899696	5	5	1	30	5	1.7004858357075816			QuantumTransduction/93/parameters/eta=0.90/parameters_best_feasible.npy	0.8923219960415736	QuantumTransduction/93/Data/gkp_eta_scans_nPth_grid_tauSP_0p99/shared/nPth_0p03_kS_0p99_kP_0p99/eta=0.90/best_feasible_ci.txt	QuantumTransduction/93/Data/gkp_eta_scans_nPth_grid_tauSP_0p99/shared/nPth_0p03_kS_0p99_kP_0p99/eta=0.90
