eta	scan_type	scan_value	setting_id	shared_setting_id	ci_noise	ns_input	np_input	d1	d2	j2	Nt	NR	source_score	zero_noise_abs_error	zero_noise_validation_passed	source_parameter_file	elapsed_seconds	output_file	output_folder
0.05	eta	0.05	nPth_0p001_kS_0p99_kP_0p99	nPth_0p001_kS_0p99_kP_0p99	-0.00047206566160862273	1.9999981621218985	1.9995353873153152	5	4	0	30	5	-0.0003408320116822239			QuantumTransduction/93/parameters/eta=0.05/parameters_best_feasible.npy	2.44656920991838	QuantumTransduction/93/Data/gkp_eta_scans_nPth_grid_tauSP_0p99/shared/nPth_0p001_kS_0p99_kP_0p99/eta=0.05/best_feasible_ci.txt	QuantumTransduction/93/Data/gkp_eta_scans_nPth_grid_tauSP_0p99/shared/nPth_0p001_kS_0p99_kP_0p99/eta=0.05
